id,file,lang,line_start,line_end,symbol,type,timestamp
83,database/EnhancedMemoryDatabase.ts,typescript,361,480,,,2025-08-08 16:03:34
84,database/EnhancedMemoryDatabase.ts,typescript,481,600,,,2025-08-08 16:03:34
85,database/EnhancedMemoryDatabase.ts,typescript,601,720,,,2025-08-08 16:03:34
86,database/EnhancedMemoryDatabase.ts,typescript,721,814,,,2025-08-08 16:03:34
87,database/MemoryDatabase.ts,typescript,1,120,,,2025-08-08 16:03:34
88,database/MemoryDatabase.ts,typescript,121,240,,,2025-08-08 16:03:34
89,database/MemoryDatabase.ts,typescript,241,360,,,2025-08-08 16:03:34
90,database/MemoryDatabase.ts,typescript,361,480,,,2025-08-08 16:03:34
91,database/MemoryDatabase.ts,typescript,481,600,,,2025-08-08 16:03:34
92,database/MemoryDatabase.ts,typescript,601,720,,,2025-08-08 16:03:34
93,database/MemoryDatabase.ts,typescript,721,840,,,2025-08-08 16:03:34
94,database/MemoryDatabase.ts,typescript,841,960,,,2025-08-08 16:03:34
95,database/MemoryDatabase.ts,typescript,961,1080,,,2025-08-08 16:03:34
96,database/MemoryDatabase.ts,typescript,1081,1119,,,2025-08-08 16:03:34
97,codeindex/CodeIndexer.ts,typescript,1,106,,,2025-08-08 16:03:34
98,utils/Trace.ts,typescript,1,100,,,2025-08-08 16:40:09
99,utils/Trace.ts,typescript,101,107,,,2025-08-08 16:40:09
100,engine/ConnectionPool.ts,typescript,1,100,,,2025-08-08 16:40:09
101,engine/ConnectionPool.ts,typescript,101,200,,,2025-08-08 16:40:09
102,engine/ConnectionPool.ts,typescript,201,300,,,2025-08-08 16:40:09
104,engine/HybridSearchEngine.ts,typescript,1,100,,,2025-08-08 16:40:09
105,engine/HybridSearchEngine.ts,typescript,101,200,,,2025-08-08 16:40:09
106,engine/HybridSearchEngine.ts,typescript,201,300,,,2025-08-08 16:40:09
107,engine/HybridSearchEngine.ts,typescript,301,400,,,2025-08-08 16:40:09
108,engine/HybridSearchEngine.ts,typescript,401,500,,,2025-08-08 16:40:09
109,engine/HybridSearchEngine.ts,typescript,501,549,,,2025-08-08 16:40:09
110,engine/MemoryCache.ts,typescript,1,100,,,2025-08-08 16:40:09
111,engine/MemoryCache.ts,typescript,101,200,,,2025-08-08 16:40:09
112,engine/MemoryCache.ts,typescript,201,300,,,2025-08-08 16:40:09
113,engine/MemoryCache.ts,typescript,301,392,,,2025-08-08 16:40:09
114,engine/VectorEmbeddings.ts,typescript,1,100,,,2025-08-08 16:40:09
115,engine/VectorEmbeddings.ts,typescript,101,200,,,2025-08-08 16:40:09
116,engine/VectorEmbeddings.ts,typescript,201,300,,,2025-08-08 16:40:09
117,engine/VectorEmbeddings.ts,typescript,301,400,,,2025-08-08 16:40:09
119,demo/MemoryEngine2Demo.ts,typescript,1,100,,,2025-08-08 16:40:09
120,demo/MemoryEngine2Demo.ts,typescript,101,200,,,2025-08-08 16:40:09
121,demo/MemoryEngine2Demo.ts,typescript,201,218,,,2025-08-08 16:40:09
122,database/EnhancedMemoryDatabase.ts,typescript,1,100,,,2025-08-08 16:40:09
123,database/EnhancedMemoryDatabase.ts,typescript,101,200,,,2025-08-08 16:40:09
124,database/EnhancedMemoryDatabase.ts,typescript,201,300,,,2025-08-08 16:40:09
125,database/EnhancedMemoryDatabase.ts,typescript,301,400,,,2025-08-08 16:40:09
126,database/EnhancedMemoryDatabase.ts,typescript,401,500,,,2025-08-08 16:40:09
127,database/EnhancedMemoryDatabase.ts,typescript,501,600,,,2025-08-08 16:40:09
128,database/EnhancedMemoryDatabase.ts,typescript,601,700,,,2025-08-08 16:40:09
129,database/EnhancedMemoryDatabase.ts,typescript,701,800,,,2025-08-08 16:40:09
131,database/MemoryDatabase.ts,typescript,1,100,,,2025-08-08 16:40:09
132,database/MemoryDatabase.ts,typescript,101,200,,,2025-08-08 16:40:09
133,database/MemoryDatabase.ts,typescript,201,300,,,2025-08-08 16:40:09
134,database/MemoryDatabase.ts,typescript,301,400,,,2025-08-08 16:40:09
135,database/MemoryDatabase.ts,typescript,401,500,,,2025-08-08 16:40:09
136,database/MemoryDatabase.ts,typescript,501,600,,,2025-08-08 16:40:09
137,database/MemoryDatabase.ts,typescript,601,700,,,2025-08-08 16:40:09
138,database/MemoryDatabase.ts,typescript,701,800,,,2025-08-08 16:40:09
139,database/MemoryDatabase.ts,typescript,801,900,,,2025-08-08 16:40:09
140,database/MemoryDatabase.ts,typescript,901,1000,,,2025-08-08 16:40:09
141,database/MemoryDatabase.ts,typescript,1001,1100,,,2025-08-08 16:40:09
142,database/MemoryDatabase.ts,typescript,1101,1119,,,2025-08-08 16:40:09
144,codeindex/CodeIndexer.ts,typescript,1,100,,,2025-08-08 16:40:09
145,codeindex/CodeIndexer.ts,typescript,101,106,,,2025-08-08 16:40:09
146,utils/Trace.ts,typescript,1,80,,,2025-08-08 16:49:11
147,utils/Trace.ts,typescript,81,107,,,2025-08-08 16:49:11
148,engine/ConnectionPool.ts,typescript,1,80,,,2025-08-08 16:49:11
149,engine/ConnectionPool.ts,typescript,81,160,,,2025-08-08 16:49:11
150,engine/ConnectionPool.ts,typescript,161,240,,,2025-08-08 16:49:11
151,engine/ConnectionPool.ts,typescript,241,310,,,2025-08-08 16:49:11
152,engine/HybridSearchEngine.ts,typescript,1,80,,,2025-08-08 16:49:11
153,engine/HybridSearchEngine.ts,typescript,81,160,,,2025-08-08 16:49:11
154,engine/HybridSearchEngine.ts,typescript,161,240,,,2025-08-08 16:49:11
155,engine/HybridSearchEngine.ts,typescript,241,320,,,2025-08-08 16:49:11
156,engine/HybridSearchEngine.ts,typescript,321,400,,,2025-08-08 16:49:11
157,engine/HybridSearchEngine.ts,typescript,401,480,,,2025-08-08 16:49:11
158,engine/HybridSearchEngine.ts,typescript,481,549,,,2025-08-08 16:49:11
159,engine/MemoryCache.ts,typescript,1,80,,,2025-08-08 16:49:11
160,engine/MemoryCache.ts,typescript,81,160,,,2025-08-08 16:49:11
161,engine/MemoryCache.ts,typescript,161,240,,,2025-08-08 16:49:11
162,engine/MemoryCache.ts,typescript,241,320,,,2025-08-08 16:49:11
163,engine/MemoryCache.ts,typescript,321,392,,,2025-08-08 16:49:11
164,engine/VectorEmbeddings.ts,typescript,1,80,,,2025-08-08 16:49:11
165,engine/VectorEmbeddings.ts,typescript,81,160,,,2025-08-08 16:49:11
166,engine/VectorEmbeddings.ts,typescript,161,240,,,2025-08-08 16:49:11
167,engine/VectorEmbeddings.ts,typescript,241,320,,,2025-08-08 16:49:11
168,engine/VectorEmbeddings.ts,typescript,321,400,,,2025-08-08 16:49:11
169,engine/VectorEmbeddings.ts,typescript,401,444,,,2025-08-08 16:49:11
170,demo/MemoryEngine2Demo.ts,typescript,1,80,,,2025-08-08 16:49:11
171,demo/MemoryEngine2Demo.ts,typescript,81,160,,,2025-08-08 16:49:11
172,demo/MemoryEngine2Demo.ts,typescript,161,218,,,2025-08-08 16:49:11
173,database/EnhancedMemoryDatabase.ts,typescript,1,80,,,2025-08-08 16:49:11
174,database/EnhancedMemoryDatabase.ts,typescript,81,160,,,2025-08-08 16:49:11
175,database/EnhancedMemoryDatabase.ts,typescript,161,240,,,2025-08-08 16:49:11
176,database/EnhancedMemoryDatabase.ts,typescript,241,320,,,2025-08-08 16:49:11
177,database/EnhancedMemoryDatabase.ts,typescript,321,400,,,2025-08-08 16:49:11
178,database/EnhancedMemoryDatabase.ts,typescript,401,480,,,2025-08-08 16:49:11
179,database/EnhancedMemoryDatabase.ts,typescript,481,560,,,2025-08-08 16:49:11
180,database/EnhancedMemoryDatabase.ts,typescript,561,640,,,2025-08-08 16:49:11
181,database/EnhancedMemoryDatabase.ts,typescript,641,720,,,2025-08-08 16:49:11
182,database/EnhancedMemoryDatabase.ts,typescript,721,800,,,2025-08-08 16:49:11
183,database/EnhancedMemoryDatabase.ts,typescript,801,814,,,2025-08-08 16:49:11
184,database/MemoryDatabase.ts,typescript,1,80,,,2025-08-08 16:49:11
185,database/MemoryDatabase.ts,typescript,81,160,,,2025-08-08 16:49:11
186,database/MemoryDatabase.ts,typescript,161,240,,,2025-08-08 16:49:11
187,database/MemoryDatabase.ts,typescript,241,320,,,2025-08-08 16:49:11
188,database/MemoryDatabase.ts,typescript,321,400,,,2025-08-08 16:49:11
189,database/MemoryDatabase.ts,typescript,401,480,,,2025-08-08 16:49:11
190,database/MemoryDatabase.ts,typescript,481,560,,,2025-08-08 16:49:11
191,database/MemoryDatabase.ts,typescript,561,640,,,2025-08-08 16:49:11
192,database/MemoryDatabase.ts,typescript,641,720,,,2025-08-08 16:49:11
193,database/MemoryDatabase.ts,typescript,721,800,,,2025-08-08 16:49:11
194,database/MemoryDatabase.ts,typescript,801,880,,,2025-08-08 16:49:11
195,database/MemoryDatabase.ts,typescript,881,960,,,2025-08-08 16:49:11
196,database/MemoryDatabase.ts,typescript,961,1040,,,2025-08-08 16:49:11
197,database/MemoryDatabase.ts,typescript,1041,1120,,,2025-08-08 16:49:11
199,codeindex/CodeIndexer.ts,typescript,1,80,,,2025-08-08 16:49:11
200,codeindex/CodeIndexer.ts,typescript,81,106,,,2025-08-08 16:49:11
201,utils/Trace.ts,typescript,1,60,,,2025-08-08 18:04:08
202,utils/Trace.ts,typescript,61,107,,,2025-08-08 18:04:08
203,engine/ConnectionPool.ts,typescript,1,60,,,2025-08-08 18:04:08
204,engine/ConnectionPool.ts,typescript,61,120,,,2025-08-08 18:04:08
205,engine/ConnectionPool.ts,typescript,121,180,,,2025-08-08 18:04:08
206,engine/ConnectionPool.ts,typescript,181,240,,,2025-08-08 18:04:08
207,engine/ConnectionPool.ts,typescript,241,300,,,2025-08-08 18:04:08
208,engine/ConnectionPool.ts,typescript,301,310,,,2025-08-08 18:04:08
209,engine/HybridSearchEngine.ts,typescript,1,60,,,2025-08-08 18:04:08
210,engine/HybridSearchEngine.ts,typescript,61,120,,,2025-08-08 18:04:08
211,engine/HybridSearchEngine.ts,typescript,121,180,,,2025-08-08 18:04:08
212,engine/HybridSearchEngine.ts,typescript,181,240,,,2025-08-08 18:04:08
213,engine/HybridSearchEngine.ts,typescript,241,300,,,2025-08-08 18:04:08
214,engine/HybridSearchEngine.ts,typescript,301,360,,,2025-08-08 18:04:08
215,engine/HybridSearchEngine.ts,typescript,361,420,,,2025-08-08 18:04:08
216,engine/HybridSearchEngine.ts,typescript,421,480,,,2025-08-08 18:04:08
217,engine/HybridSearchEngine.ts,typescript,481,540,,,2025-08-08 18:04:09
218,engine/HybridSearchEngine.ts,typescript,541,549,,,2025-08-08 18:04:09
219,engine/MemoryCache.ts,typescript,1,60,,,2025-08-08 18:04:09
220,engine/MemoryCache.ts,typescript,61,120,,,2025-08-08 18:04:09
221,engine/MemoryCache.ts,typescript,121,180,,,2025-08-08 18:04:09
222,engine/MemoryCache.ts,typescript,181,240,,,2025-08-08 18:04:09
223,engine/MemoryCache.ts,typescript,241,300,,,2025-08-08 18:04:09
224,engine/MemoryCache.ts,typescript,301,360,,,2025-08-08 18:04:09
225,engine/MemoryCache.ts,typescript,361,392,,,2025-08-08 18:04:09
226,engine/VectorEmbeddings.ts,typescript,1,60,,,2025-08-08 18:04:09
227,engine/VectorEmbeddings.ts,typescript,61,120,,,2025-08-08 18:04:09
228,engine/VectorEmbeddings.ts,typescript,121,180,,,2025-08-08 18:04:09
229,engine/VectorEmbeddings.ts,typescript,181,240,,,2025-08-08 18:04:09
230,engine/VectorEmbeddings.ts,typescript,241,300,,,2025-08-08 18:04:09
231,engine/VectorEmbeddings.ts,typescript,301,360,,,2025-08-08 18:04:09
232,engine/VectorEmbeddings.ts,typescript,361,420,,,2025-08-08 18:04:09
233,engine/VectorEmbeddings.ts,typescript,421,444,,,2025-08-08 18:04:09
234,demo/MemoryEngine2Demo.ts,typescript,1,60,,,2025-08-08 18:04:09
235,demo/MemoryEngine2Demo.ts,typescript,61,120,,,2025-08-08 18:04:09
236,demo/MemoryEngine2Demo.ts,typescript,121,180,,,2025-08-08 18:04:09
237,demo/MemoryEngine2Demo.ts,typescript,181,218,,,2025-08-08 18:04:09
238,database/EnhancedMemoryDatabase.ts,typescript,1,60,,,2025-08-08 18:04:09
239,database/EnhancedMemoryDatabase.ts,typescript,61,120,,,2025-08-08 18:04:09
240,database/EnhancedMemoryDatabase.ts,typescript,121,180,,,2025-08-08 18:04:09
241,database/EnhancedMemoryDatabase.ts,typescript,181,240,,,2025-08-08 18:04:09
242,database/EnhancedMemoryDatabase.ts,typescript,241,300,,,2025-08-08 18:04:09
243,database/EnhancedMemoryDatabase.ts,typescript,301,360,,,2025-08-08 18:04:09
244,database/EnhancedMemoryDatabase.ts,typescript,361,420,,,2025-08-08 18:04:09
245,database/EnhancedMemoryDatabase.ts,typescript,421,480,,,2025-08-08 18:04:09
246,database/EnhancedMemoryDatabase.ts,typescript,481,540,,,2025-08-08 18:04:09
247,database/EnhancedMemoryDatabase.ts,typescript,541,600,,,2025-08-08 18:04:09
248,database/EnhancedMemoryDatabase.ts,typescript,601,660,,,2025-08-08 18:04:09
249,database/EnhancedMemoryDatabase.ts,typescript,661,720,,,2025-08-08 18:04:09
250,database/EnhancedMemoryDatabase.ts,typescript,721,780,,,2025-08-08 18:04:09
251,database/EnhancedMemoryDatabase.ts,typescript,781,814,,,2025-08-08 18:04:09
252,database/MemoryDatabase.ts,typescript,1,60,,,2025-08-08 18:04:09
253,database/MemoryDatabase.ts,typescript,61,120,,,2025-08-08 18:04:09
254,database/MemoryDatabase.ts,typescript,121,180,,,2025-08-08 18:04:09
255,database/MemoryDatabase.ts,typescript,181,240,,,2025-08-08 18:04:09
256,database/MemoryDatabase.ts,typescript,241,300,,,2025-08-08 18:04:10
257,database/MemoryDatabase.ts,typescript,301,360,,,2025-08-08 18:04:10
258,database/MemoryDatabase.ts,typescript,361,420,,,2025-08-08 18:04:10
259,database/MemoryDatabase.ts,typescript,421,480,,,2025-08-08 18:04:10
260,database/MemoryDatabase.ts,typescript,481,540,,,2025-08-08 18:04:10
261,database/MemoryDatabase.ts,typescript,541,600,,,2025-08-08 18:04:10
262,database/MemoryDatabase.ts,typescript,601,660,,,2025-08-08 18:04:10
263,database/MemoryDatabase.ts,typescript,661,720,,,2025-08-08 18:04:10
264,database/MemoryDatabase.ts,typescript,721,780,,,2025-08-08 18:04:10
265,database/MemoryDatabase.ts,typescript,781,840,,,2025-08-08 18:04:10
266,database/MemoryDatabase.ts,typescript,841,900,,,2025-08-08 18:04:10
267,database/MemoryDatabase.ts,typescript,901,960,,,2025-08-08 18:04:10
268,database/MemoryDatabase.ts,typescript,961,1020,,,2025-08-08 18:04:10
269,database/MemoryDatabase.ts,typescript,1021,1080,,,2025-08-08 18:04:10
270,database/MemoryDatabase.ts,typescript,1081,1120,,,2025-08-08 18:04:10
271,commands/Journal.ts,typescript,1,30,,,2025-08-08 18:04:10
272,commands/Replay.ts,typescript,1,60,,,2025-08-08 18:04:10
273,commands/Replay.ts,typescript,61,120,,,2025-08-08 18:04:10
274,commands/Replay.ts,typescript,121,180,,,2025-08-08 18:04:10
275,commands/Replay.ts,typescript,181,203,,,2025-08-08 18:04:11
276,codeindex/CodeIndexer.ts,typescript,1,60,,,2025-08-08 18:04:11
277,codeindex/CodeIndexer.ts,typescript,61,112,,,2025-08-08 18:04:11
290,src/database/MemoryDatabase.ts,typescript,98,1167,,,2025-08-08 20:00:25
314,src/database/MemoryDatabase.ts,typescript,98,1178,,,2025-08-08 20:01:51
338,src/database/MemoryDatabase.ts,typescript,98,1197,,,2025-08-08 20:11:59
362,src/database/MemoryDatabase.ts,typescript,98,1219,,,2025-08-08 21:35:06
373,src/utils/Trace.ts,typescript,30,113,,,2025-08-08 21:35:09
374,.antigoldfishmode/claude-config.json,unknown,1,7,,,2025-08-09 01:53:17
375,.antigoldfishmode/journal.jsonl,unknown,1,37,,,2025-08-09 01:53:17
376,.antigoldfishmode/license-token.json,unknown,1,9,,,2025-08-09 01:53:18
377,.antigoldfishmode/license.json,unknown,1,15,,,2025-08-09 01:53:18
378,.antigoldfishmode/memory.db,unknown,1,33900,,,2025-08-09 01:53:18
379,.antigoldfishmode/memory_v2.db,unknown,1,186,,,2025-08-09 01:53:21
380,.antigoldfishmode/vector_index.json,unknown,1,405,,,2025-08-09 01:53:21
381,.claude/settings.local.json,unknown,1,10,,,2025-08-09 01:53:22
382,.codecontext/Dockerfile,unknown,1,19,,,2025-08-09 01:53:22
383,.codecontext/config.json,unknown,1,24,,,2025-08-09 01:53:22
384,.codecontext/memory.db,unknown,1,173,,,2025-08-09 01:53:22
385,.codecontext/start-execution-engine.js,javascript,1,12,,,2025-08-09 01:53:23
386,.codecontext/subscription.json,unknown,1,19,,,2025-08-09 01:53:23
387,.git/COMMIT_EDITMSG,unknown,1,2,,,2025-08-09 01:53:23
388,.git/FETCH_HEAD,unknown,1,6,,,2025-08-09 01:53:23
389,.git/HEAD,unknown,1,2,,,2025-08-09 01:53:23
390,.git/ORIG_HEAD,unknown,1,2,,,2025-08-09 01:53:23
391,.git/config,unknown,1,31,,,2025-08-09 01:53:24
392,.git/description,unknown,1,2,,,2025-08-09 01:53:24
393,.git/index,unknown,1,44,,,2025-08-09 01:53:24
394,.vscode-templates/README.md,unknown,1,137,,,2025-08-09 01:53:24
395,.vscode-templates/agm.code-snippets,unknown,1,121,,,2025-08-09 01:53:25
396,.vscode-templates/keybindings.json,unknown,1,66,,,2025-08-09 01:53:25
397,.vscode-templates/settings.json,unknown,1,71,,,2025-08-09 01:53:26
398,.vscode-templates/tasks.json,unknown,1,149,,,2025-08-09 01:53:26
399,.vscode/launch.json,unknown,1,18,,,2025-08-09 01:53:27
400,.vscode/settings.json,unknown,1,6,,,2025-08-09 01:53:27
401,dist/LicenseService.d.ts,typescript,1,80,,,2025-08-09 01:53:27
405,dist/LicenseService.js,javascript,47,308,,,2025-08-09 01:53:27
406,dist/LicenseService.js.map,unknown,1,1,,,2025-08-09 01:53:28
407,dist/MemoryEngine.d.ts,typescript,1,112,,,2025-08-09 01:53:28
411,dist/MemoryEngine.js,javascript,63,281,,,2025-08-09 01:53:29
412,dist/MemoryEngine.js.map,unknown,1,1,,,2025-08-09 01:53:30
413,dist/MemoryEngine2.d.ts,typescript,1,153,,,2025-08-09 01:53:30
417,dist/MemoryEngine2.js,javascript,60,540,,,2025-08-09 01:53:31
418,dist/MemoryEngine2.js.map,unknown,1,1,,,2025-08-09 01:53:31
419,dist/cli.d.ts,typescript,1,7,,,2025-08-09 01:53:32
420,dist/cli.js,javascript,1,14,,,2025-08-09 01:53:32
421,dist/cli.js.map,unknown,1,1,,,2025-08-09 01:53:32
422,dist/index.d.ts,typescript,1,92,,,2025-08-09 01:53:32
426,dist/index.js,javascript,49,51,,,2025-08-09 01:53:33
427,dist/index.js,javascript,63,69,,,2025-08-09 01:53:33
428,dist/index.js,javascript,70,76,,,2025-08-09 01:53:33
429,dist/index.js,javascript,77,82,,,2025-08-09 01:53:33
430,dist/index.js,javascript,83,1156,,,2025-08-09 01:53:34
431,dist/index.js,javascript,1159,1166,,,2025-08-09 01:53:34
432,dist/index.js.map,unknown,1,1,,,2025-08-09 01:53:34
433,logs/audit.log,unknown,1,2,,,2025-08-09 01:53:35
434,node_modules/.package-lock.json,unknown,1,2458,,,2025-08-09 01:53:35
435,public/favicon.ico,unknown,1,3,,,2025-08-09 01:53:36
436,public/index.html,unknown,1,808,,,2025-08-09 01:53:36
437,public/privacy-policy.html,unknown,1,222,,,2025-08-09 01:53:36
438,public/robots.txt,unknown,1,4,,,2025-08-09 01:53:36
439,public/sitemap.xml,unknown,1,9,,,2025-08-09 01:53:36
440,public/terms-of-service.html,unknown,1,251,,,2025-08-09 01:53:37
441,scripts/fix-sqlite.js,javascript,15,81,,,2025-08-09 01:53:37
442,security/AuditLogger.d.ts,typescript,1,148,,,2025-08-09 01:53:37
446,security/AuditLogger.js,javascript,56,394,,,2025-08-09 01:53:38
447,security/AuditLogger.js.map,unknown,1,1,,,2025-08-09 01:53:38
448,security/AuthenticationManager.d.ts,typescript,1,110,,,2025-08-09 01:53:39
452,security/AuthenticationManager.js,javascript,46,361,,,2025-08-09 01:53:40
453,security/AuthenticationManager.js.map,unknown,1,1,,,2025-08-09 01:53:40
454,security/SecureConfig.d.ts,typescript,1,104,,,2025-08-09 01:53:41
458,security/SecureConfig.js,javascript,44,326,,,2025-08-09 01:53:42
459,security/SecureConfig.js.map,unknown,1,1,,,2025-08-09 01:53:42
460,security/SecureLicenseManager.d.ts,typescript,1,129,,,2025-08-09 01:53:42
461,security/SecureLicenseManager.js,javascript,6,13,,,2025-08-09 01:53:43
462,security/SecureLicenseManager.js,javascript,17,19,,,2025-08-09 01:53:43
463,security/SecureLicenseManager.js,javascript,22,38,,,2025-08-09 01:53:43
464,security/SecureLicenseManager.js,javascript,43,308,,,2025-08-09 01:53:43
465,security/SecureLicenseManager.js,javascript,313,340,,,2025-08-09 01:53:43
466,security/SecureLicenseManager.js.map,unknown,1,1,,,2025-08-09 01:53:44
467,security/SecurityDemo.d.ts,typescript,1,42,,,2025-08-09 01:53:44
468,security/SecurityDemo.js,javascript,13,264,,,2025-08-09 01:53:44
469,security/SecurityDemo.js,javascript,267,279,,,2025-08-09 01:53:44
470,security/SecurityDemo.js.map,unknown,1,1,,,2025-08-09 01:53:45
471,src/LicenseService.ts,typescript,34,338,,,2025-08-09 01:53:45
472,src/MemoryEngine.ts,typescript,44,309,,,2025-08-09 01:53:46
473,src/MemoryEngine2.ts,typescript,67,691,,,2025-08-09 01:53:46
474,src/cli.ts,typescript,1,17,,,2025-08-09 01:53:47
475,src/index.ts,typescript,26,31,,,2025-08-09 01:53:47
476,src/index.ts,typescript,33,39,,,2025-08-09 01:53:47
477,src/index.ts,typescript,41,45,,,2025-08-09 01:53:47
478,src/index.ts,typescript,47,1247,,,2025-08-09 01:53:48
479,src/index.ts,typescript,1250,1259,,,2025-08-09 01:53:48
480,test-vscode-integration/.gitignore,unknown,1,4,,,2025-08-09 01:53:49
481,vscode-extension/package.json,unknown,1,214,,,2025-08-09 01:53:49
482,vscode-extension/tsconfig.json,unknown,1,17,,,2025-08-09 01:53:49
483,src/codeindex/CodeIndexer.ts,typescript,20,110,,,2025-08-09 22:01:05
484,src/codeindex/SymbolIndexer.ts,typescript,7,14,,,2025-08-09 22:01:06
485,src/codeindex/SymbolIndexer.ts,typescript,16,147,,,2025-08-09 22:01:06
486,src/commands/Journal.ts,typescript,4,28,,,2025-08-09 22:01:06
487,src/commands/ReceiptShow.ts,typescript,4,12,,,2025-08-09 22:01:06
488,src/commands/ReceiptShow.ts,typescript,14,14,,,2025-08-09 22:01:06
489,src/commands/Replay.ts,typescript,28,38,,,2025-08-09 22:01:06
490,src/commands/Replay.ts,typescript,40,52,,,2025-08-09 22:01:06
491,src/commands/Replay.ts,typescript,54,58,,,2025-08-09 22:01:06
492,src/commands/Replay.ts,typescript,60,64,,,2025-08-09 22:01:06
493,src/commands/Replay.ts,typescript,68,214,,,2025-08-09 22:01:06
494,src/database/EnhancedMemoryDatabase.ts,typescript,77,814,,,2025-08-09 22:01:07
495,src/database/MemoryDatabase.ts,typescript,98,1258,,,2025-08-09 22:01:07
496,src/demo/MemoryEngine2Demo.ts,typescript,8,54,,,2025-08-09 22:01:07
497,src/demo/MemoryEngine2Demo.ts,typescript,56,108,,,2025-08-09 22:01:07
498,src/demo/MemoryEngine2Demo.ts,typescript,110,137,,,2025-08-09 22:01:08
499,src/demo/MemoryEngine2Demo.ts,typescript,139,158,,,2025-08-09 22:01:08
500,src/demo/MemoryEngine2Demo.ts,typescript,160,184,,,2025-08-09 22:01:08
501,src/demo/MemoryEngine2Demo.ts,typescript,186,211,,,2025-08-09 22:01:08
502,src/engine/ConnectionPool.ts,typescript,30,310,,,2025-08-09 22:01:08
503,src/engine/HybridSearchEngine.ts,typescript,43,549,,,2025-08-09 22:01:09
504,src/engine/MemoryCache.ts,typescript,39,392,,,2025-08-09 22:01:09
505,src/engine/VectorEmbeddings.ts,typescript,34,444,,,2025-08-09 22:01:09
506,src/utils/PolicyBroker.ts,typescript,13,205,,,2025-08-09 22:01:09
507,src/utils/Trace.ts,typescript,30,113,,,2025-08-09 22:01:10
508,security/logs/audit.log,unknown,1,2,,,2025-08-09 22:10:04
509,security/security/.env.secure,unknown,1,1,,,2025-08-09 22:10:04
510,airgapped.md,markdown,1,22,,,2025-08-09 22:13:27
511,cli-reference.md,markdown,1,26,,,2025-08-09 22:13:27
512,getting-started.md,markdown,1,30,,,2025-08-09 22:13:27
513,policy.md,markdown,1,38,,,2025-08-09 22:13:27
514,README.md,markdown,1,22,,,2025-08-09 22:13:27
515,troubleshooting.md,markdown,1,27,,,2025-08-09 22:13:27
516,vscode.md,markdown,1,16,,,2025-08-09 22:13:27
517,vscode-extension/src/extension.ts,typescript,16,92,,,2025-08-09 22:13:31
518,vscode-extension/src/extension.ts,typescript,94,336,,,2025-08-09 22:13:31
519,vscode-extension/src/extension.ts,typescript,338,340,,,2025-08-09 22:13:32
